START ITHAKI GPS TRACKING
$GPGGA,103924.000,4037.6907,N,02257.7857,E,2,07,1.6,61.5,M,36.1,M,2.0,0000*4F
$GPGGA,103925.000,4037.6903,N,02257.7859,E,2,07,1.6,61.6,M,36.1,M,2.0,0000*47
$GPGGA,103926.000,4037.6901,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,3.0,0000*43
$GPGGA,103927.000,4037.6900,N,02257.7860,E,2,07,1.6,61.9,M,36.1,M,4.0,0000*45
$GPGGA,103928.000,4037.6900,N,02257.7861,E,2,07,1.6,61.8,M,36.1,M,5.0,0000*4B
$GPGGA,103929.000,4037.6900,N,02257.7861,E,2,07,1.6,61.8,M,36.1,M,6.0,0000*49
$GPGGA,103930.000,4037.6900,N,02257.7861,E,2,07,1.6,61.8,M,36.1,M,7.0,0000*40
$GPGGA,103931.000,4037.6900,N,02257.7861,E,2,07,1.6,61.8,M,36.1,M,8.0,0000*4E
$GPGGA,103932.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,9.0,0000*4D
$GPGGA,103933.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,10.0,0000*74
$GPGGA,103934.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,11.0,0000*72
$GPGGA,103935.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,12.0,0000*70
$GPGGA,103936.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,13.0,0000*72
$GPGGA,103937.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,14.0,0000*74
$GPGGA,103938.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,15.0,0000*7A
$GPGGA,103939.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,16.0,0000*78
$GPGGA,103940.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,17.0,0000*77
$GPGGA,103941.000,4037.6900,N,02257.7860,E,2,07,1.6,61.8,M,36.1,M,18.0,0000*79
$GPGGA,103942.000,4037.6900,N,02257.7860,E,1,09,1.1,61.8,M,36.1,M,,0000*67
$GPGGA,103943.000,4037.6900,N,02257.7860,E,1,09,1.1,61.8,M,36.1,M,,0000*66
$GPGGA,103944.000,4037.6900,N,02257.7860,E,1,09,1.1,61.8,M,36.1,M,,0000*61
$GPGGA,103945.000,4037.6900,N,02257.7860,E,1,09,1.1,61.8,M,36.1,M,,0000*60
$GPGGA,103946.000,4037.6900,N,02257.7860,E,1,09,1.1,61.8,M,36.1,M,,0000*63
$GPGGA,103947.000,4037.6898,N,02257.7862,E,1,09,1.1,62.0,M,36.1,M,,0000*6B
$GPGGA,103948.000,4037.6888,N,02257.7869,E,1,09,1.1,62.2,M,36.1,M,,0000*6C
$GPGGA,103949.000,4037.6871,N,02257.7880,E,1,09,1.1,62.3,M,36.1,M,,0000*6D
$GPGGA,103950.000,4037.6851,N,02257.7894,E,1,09,1.1,62.3,M,36.1,M,,0000*62
$GPGGA,103951.000,4037.6826,N,02257.7912,E,1,09,1.1,62.4,M,36.1,M,,0000*6B
$GPGGA,103952.000,4037.6796,N,02257.7932,E,1,09,1.1,62.5,M,36.1,M,,0000*6F
$GPGGA,103953.000,4037.6764,N,02257.7954,E,1,08,1.1,62.4,M,36.1,M,,0000*63
$GPGGA,103954.000,4037.6731,N,02257.7976,E,1,08,1.1,62.4,M,36.1,M,,0000*64
$GPGGA,103955.000,4037.6694,N,02257.8001,E,1,09,1.1,62.4,M,36.1,M,,0000*6C
$GPGGA,103956.000,4037.6656,N,02257.8027,E,1,09,1.1,62.2,M,36.1,M,,0000*63
$GPGGA,103957.000,4037.6617,N,02257.8054,E,1,09,1.1,62.2,M,36.1,M,,0000*63
$GPGGA,103958.000,4037.6579,N,02257.8077,E,1,09,1.1,62.2,M,36.1,M,,0000*66
$GPGGA,103959.000,4037.6541,N,02257.8087,E,1,09,1.1,61.9,M,36.1,M,,0000*6B
$GPGGA,104000.000,4037.6506,N,02257.8075,E,1,09,1.1,61.5,M,36.1,M,,0000*6B
$GPGGA,104001.000,4037.6480,N,02257.8044,E,1,09,1.1,61.3,M,36.1,M,,0000*61
$GPGGA,104002.000,4037.6462,N,02257.8000,E,1,09,1.1,60.0,M,36.1,M,,0000*6C
$GPGGA,104003.000,4037.6446,N,02257.7952,E,1,09,1.1,59.2,M,36.1,M,,0000*62
$GPGGA,104004.000,4037.6429,N,02257.7901,E,1,09,1.1,58.5,M,36.1,M,,0000*6C
$GPGGA,104005.000,4037.6410,N,02257.7847,E,1,09,1.1,57.7,M,36.1,M,,0000*69
$GPGGA,104006.000,4037.6390,N,02257.7788,E,1,09,1.1,57.1,M,36.1,M,,0000*6F
$GPGGA,104007.000,4037.6368,N,02257.7726,E,1,09,1.1,56.6,M,36.1,M,,0000*6B
$GPGGA,104008.000,4037.6344,N,02257.7659,E,1,09,1.1,56.2,M,36.1,M,,0000*67
$GPGGA,104009.000,4037.6318,N,02257.7587,E,1,09,1.1,55.6,M,36.1,M,,0000*68
$GPGGA,104010.000,4037.6291,N,02257.7512,E,1,08,1.1,55.1,M,36.1,M,,0000*6A
$GPGGA,104011.000,4037.6263,N,02257.7435,E,1,08,1.1,54.5,M,36.1,M,,0000*67
$GPGGA,104012.000,4037.6234,N,02257.7357,E,1,08,1.1,54.0,M,36.1,M,,0000*60
$GPGGA,104013.000,4037.6205,N,02257.7277,E,1,09,1.1,53.5,M,36.1,M,,0000*63
STOP ITHAKI GPS TRACKING


R=1020099

T=225735403742T=225736403742T=225737403742T=225738403742T=225740403742T=225741403742T=225743403742T=225745403742T=225746403742T=225746403741
